#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg02327522,0.0004821946,0.0001186283,5.16E-05,1.00E+00,0.0008150595,NA
cg02980023,-0.0003545247,8.72E-05,5.16E-05,1.00E+00,0.0008151585,STAB1
cg13801056,0.000282631,6.95E-05,5.16E-05,1.00E+00,0.0008153838,GAL3ST4
cg00534380,0.0004226692,0.0001039873,5.16E-05,1.00E+00,0.0008153838,TBC1D8
cg22891862,0.0003642694,8.96E-05,5.17E-05,1.00E+00,0.0008160735,NA
cg04846710,-0.0002933537,7.22E-05,5.17E-05,1.00E+00,0.0008162914,LIX1L
cg10553204,0.0014043927,0.0003455599,5.18E-05,1.00E+00,0.0008170486,GDF7
cg24153763,-0.0005310005,0.0001306599,5.18E-05,1.00E+00,0.0008174119,GNMT
cg22642777,-0.0002916929,7.18E-05,5.18E-05,1.00E+00,0.0008174417,PPP2R2B
cg17035984,-0.0004246759,0.0001045025,5.18E-05,1.00E+00,0.0008180382,CDCP2
cg00794174,0.0005563806,0.0001369193,5.19E-05,1.00E+00,0.0008187625,NA
cg14751481,0.0004149271,0.0001021191,5.20E-05,1.00E+00,0.0008200987,NA
cg17143376,0.0005608041,0.0001380272,5.20E-05,1.00E+00,0.000820655,PAOX
cg26001125,0.0004087502,0.0001006038,5.20E-05,1.00E+00,0.0008207099,ADORA2A
cg23002590,-0.0007577033,0.0001864955,5.20E-05,1.00E+00,0.0008210828,RPS6KA2
cg12594803,-0.0010521166,0.0002589614,5.20E-05,1.00E+00,0.0008211096,DLG1
cg22820364,0.0004770495,0.0001174218,5.21E-05,1.00E+00,0.0008215229,NA
cg14973995,-0.0003245559,7.99E-05,5.21E-05,1.00E+00,0.0008218396,MFSD10
cg25844590,-0.00062199,0.0001531019,5.21E-05,1.00E+00,0.0008218396,PPFIBP2
cg17276535,0.0006133102,0.0001509751,5.21E-05,1.00E+00,0.0008227021,RGS12
cg22515589,0.0003536323,8.71E-05,5.22E-05,1.00E+00,0.0008230081,BAHCC1
cg00773902,-0.0002716788,6.69E-05,5.22E-05,1.00E+00,0.0008231679,NA
cg00718732,0.0002806262,6.91E-05,5.22E-05,1.00E+00,0.000823324,GRTP1
cg14535980,-0.0001630914,4.02E-05,5.22E-05,1.00E+00,0.0008236921,C2orf40
cg06867755,-0.00082714,0.0002036377,5.23E-05,1.00E+00,0.0008242614,CUL3
cg27093918,-0.0005473119,0.000134746,5.23E-05,1.00E+00,0.0008242823,NA
cg18986218,-0.0001664054,4.10E-05,5.23E-05,1.00E+00,0.0008242823,TTC7B
cg16040614,0.0003373266,8.30E-05,5.23E-05,1.00E+00,0.000824401,PRRT1
cg06007201,-0.000251194,6.18E-05,5.23E-05,1.00E+00,0.0008250544,PIEZO1
cg03878515,-0.0004066119,0.0001001145,5.23E-05,1.00E+00,0.0008252966,NA
cg25812095,0.0004365585,0.0001074898,5.24E-05,1.00E+00,0.0008255186,GTDC1
cg26295774,-0.0008009752,0.0001972193,5.24E-05,1.00E+00,0.0008256574,AADACL2
cg13321166,-0.0007779379,0.000191552,5.24E-05,1.00E+00,0.0008259907,MS4A3
cg20851097,-0.0001756542,4.33E-05,5.24E-05,1.00E+00,0.0008262073,SPTB
cg01409735,-9.04E-05,2.23E-05,5.24E-05,1.00E+00,0.0008266062,HDAC11
cg04850765,-9.62E-05,2.37E-05,5.25E-05,1.00E+00,0.0008269572,NA
cg13940534,-0.0003309433,8.15E-05,5.26E-05,1.00E+00,0.000828912,DIAPH1
cg17597631,-0.0006056361,0.0001491609,5.26E-05,1.00E+00,0.0008291009,RERE
cg05678100,-6.32E-05,1.56E-05,5.26E-05,1.00E+00,0.0008291782,GALNTL6
cg27043786,0.0002987902,7.36E-05,5.26E-05,1.00E+00,0.0008291782,NA
cg10076395,-0.0003139256,7.73E-05,5.26E-05,1.00E+00,0.0008293586,NA
cg21949355,0.0005937784,0.0001462477,5.26E-05,1.00E+00,0.0008296461,NA
cg22062539,0.0005480826,0.0001349945,5.27E-05,1.00E+00,0.0008297904,PTDSS1
cg20537408,-0.0001770071,4.36E-05,5.27E-05,1.00E+00,0.0008298025,NA
cg02468770,-0.0004509832,0.0001110908,5.28E-05,1.00E+00,0.0008312715,NA
cg17033854,0.0003018946,7.44E-05,5.28E-05,1.00E+00,0.0008316501,NA
cg10193681,-0.0002066995,5.09E-05,5.29E-05,1.00E+00,0.0008332866,NA
cg11198589,-0.0002218506,5.47E-05,5.30E-05,1.00E+00,0.0008344466,ZNF362
cg25188071,0.0002764109,6.81E-05,5.30E-05,1.00E+00,0.0008344466,MIR296
cg14511923,-0.0006771171,0.0001668414,5.30E-05,1.00E+00,0.0008350889,NA
cg08854185,-0.0003396259,8.37E-05,5.30E-05,1.00E+00,0.0008351957,DBNDD1
cg27507372,-0.000271236,6.68E-05,5.30E-05,1.00E+00,0.0008354923,NA
cg09064070,0.0005972783,0.000147179,5.31E-05,1.00E+00,0.0008359219,RNF144A
cg23976388,-0.0005164429,0.0001272614,5.31E-05,1.00E+00,0.0008360561,DAGLA
cg10795189,-0.0001866917,4.60E-05,5.31E-05,1.00E+00,0.0008367263,PHF1
cg04500896,0.0004537357,0.0001118186,5.32E-05,1.00E+00,0.0008371929,LOXL3
cg18577167,0.0004730113,0.0001165693,5.32E-05,1.00E+00,0.0008372026,NA
cg08076018,-0.0001381942,3.41E-05,5.32E-05,1.00E+00,0.0008372513,NA
cg09163720,-0.0008665362,0.0002135564,5.32E-05,1.00E+00,0.0008375556,INPP5A
cg03935729,-0.0002322781,5.72E-05,5.33E-05,1.00E+00,0.0008388697,NA
cg19219672,-0.0002424152,5.97E-05,5.33E-05,1.00E+00,0.0008391366,P4HB
cg15998609,-0.0004715837,0.0001162352,5.33E-05,1.00E+00,0.0008391823,ESRRG
cg17696379,-8.30E-05,2.05E-05,5.33E-05,1.00E+00,0.0008395492,DAK
cg27300957,0.0002249993,5.55E-05,5.33E-05,1.00E+00,0.0008398185,ANKRD11
cg20659941,0.0004906339,0.000120937,5.33E-05,1.00E+00,0.0008398185,NEDD4L
cg25588826,-0.0003818796,9.41E-05,5.34E-05,1.00E+00,0.0008399617,KDM6B
cg01660934,0.0003337678,8.23E-05,5.34E-05,1.00E+00,0.0008403557,ESRP2
cg12968224,-0.0003591083,8.85E-05,5.34E-05,1.00E+00,0.0008405612,EEFSEC
cg02706919,0.0003558629,8.77E-05,5.34E-05,1.00E+00,0.0008409056,NA
cg04071967,-0.0007332801,0.0001807642,5.34E-05,1.00E+00,0.0008409778,NA
cg20744362,-0.0011320284,0.0002790663,5.34E-05,1.00E+00,0.0008411841,C22orf34
cg03064100,0.0005637629,0.0001389807,5.35E-05,1.00E+00,0.0008414108,NA
cg02948656,0.0002914402,7.18E-05,5.35E-05,1.00E+00,0.0008416949,NA
cg21162938,-0.0004651729,0.00011468,5.35E-05,1.00E+00,0.0008418338,RHOBTB3
cg23974023,-0.0002234341,5.51E-05,5.35E-05,1.00E+00,0.0008421685,IL1A
cg19008597,-0.0004859462,0.0001198054,5.35E-05,1.00E+00,0.0008422475,BCAT1
cg24893551,0.0004547579,0.0001121206,5.36E-05,1.00E+00,0.0008427747,ACVR1C
cg11881599,0.0003862063,9.52E-05,5.36E-05,1.00E+00,0.000843,NA
cg27427318,0.0003493594,8.61E-05,5.36E-05,1.00E+00,0.0008435653,NA
cg18465834,0.0003647668,8.99E-05,5.36E-05,1.00E+00,0.0008436537,NA
cg22601421,-9.68E-05,2.39E-05,5.36E-05,1.00E+00,0.0008438787,RBM47
cg01838004,0.0005989163,0.0001476802,5.37E-05,1.00E+00,0.0008442654,CCDC180
cg10333802,-0.0003205351,7.90E-05,5.37E-05,1.00E+00,0.0008444198,PCNX
cg14199423,0.0004117559,0.0001015346,5.37E-05,1.00E+00,0.0008447918,NA
cg05580141,-0.0009430801,0.0002325691,5.38E-05,1.00E+00,0.0008457153,KANSL2
cg16151503,-0.0006098679,0.0001503982,5.38E-05,1.00E+00,0.0008457911,CCNY
cg20869844,-0.0002896582,7.14E-05,5.38E-05,1.00E+00,0.0008463398,RAB19
cg03844506,-0.0001511196,3.73E-05,5.38E-05,1.00E+00,0.0008464917,NA
cg23166392,-0.0003959823,9.77E-05,5.39E-05,1.00E+00,0.0008468083,ABHD16B
cg24431966,-0.0005190243,0.0001280082,5.39E-05,1.00E+00,0.0008470657,P4HB
cg13561879,-0.0003136898,7.74E-05,5.41E-05,1.00E+00,0.0008505328,UNC5D
cg17743012,-0.000270502,6.67E-05,5.41E-05,1.00E+00,0.0008505328,APBA2
cg19339848,-0.000343892,8.48E-05,5.41E-05,1.00E+00,0.0008509007,MTO1
cg01209984,0.0005039551,0.0001243259,5.41E-05,1.00E+00,0.0008509007,NA
cg26272623,0.0002067206,5.10E-05,5.42E-05,1.00E+00,0.0008512726,TBX15
cg18489994,-0.000440047,0.0001085693,5.42E-05,1.00E+00,0.0008520982,NA
cg09492074,-0.000468998,0.0001157147,5.42E-05,1.00E+00,0.000852377,MEGF11
cg13908507,-0.0001989021,4.91E-05,5.42E-05,1.00E+00,0.0008526429,AIFM2
cg22233512,-0.0006630044,0.0001635853,5.42E-05,1.00E+00,0.0008526429,MSI2
cg19009764,-0.0003585445,8.85E-05,5.43E-05,1.00E+00,0.0008527678,KLK14
cg07119404,-0.0001060544,2.62E-05,5.43E-05,1.00E+00,0.0008528621,BACE1
cg13120875,-0.0001027898,2.54E-05,5.43E-05,1.00E+00,0.0008529769,TPK1
cg13552831,-0.0002652126,6.54E-05,5.43E-05,1.00E+00,0.0008531569,TRPM5
cg05750824,-0.0007455023,0.0001839509,5.43E-05,1.00E+00,0.0008532863,NA
cg12513616,0.0003266348,8.06E-05,5.43E-05,1.00E+00,0.000853325,NA
cg11323506,-0.0005542842,0.0001367711,5.43E-05,1.00E+00,0.0008535029,NA
cg23475112,-0.0003568393,8.81E-05,5.44E-05,1.00E+00,0.0008539682,SLC22A5
cg00676801,0.0004474779,0.0001104265,5.44E-05,1.00E+00,0.0008547648,STAT1
cg03449125,-0.0001815005,4.48E-05,5.45E-05,1.00E+00,0.0008560603,CAPN5
cg16981685,0.0004908453,0.0001211409,5.45E-05,1.00E+00,0.0008561779,NA
cg15772157,0.0007651149,0.0001888321,5.45E-05,1.00E+00,0.000856217,NA
cg14359052,0.0007274525,0.0001795372,5.45E-05,1.00E+00,0.000856217,PRDM1
cg15857379,-0.0005034229,0.0001242516,5.45E-05,1.00E+00,0.0008568252,RPS9
cg16278496,0.0006020832,0.0001486035,5.46E-05,1.00E+00,0.000856895,C14orf64
cg20784591,0.000265394,6.55E-05,5.46E-05,1.00E+00,0.000857143,PILRA
cg25891078,0.0003586163,8.85E-05,5.46E-05,1.00E+00,0.0008574776,WNT5B
cg11336539,0.0003450233,8.52E-05,5.46E-05,1.00E+00,0.0008576577,GMEB1
cg14996583,-0.0002529043,6.24E-05,5.46E-05,1.00E+00,0.0008576577,NA
cg07033202,0.0003920477,9.68E-05,5.46E-05,1.00E+00,0.0008579127,NA
cg01462053,-0.0003777567,9.32E-05,5.47E-05,1.00E+00,0.0008582249,ARRDC2
cg17271145,-0.0004496548,0.0001109944,5.47E-05,1.00E+00,0.0008582249,NA
cg25757115,-0.0001743442,4.30E-05,5.47E-05,1.00E+00,0.0008582249,NA
cg02841155,0.0004985208,0.000123057,5.47E-05,1.00E+00,0.0008582249,SLC27A6
cg10090650,0.0004846202,0.000119626,5.47E-05,1.00E+00,0.0008582249,NA
cg24008435,0.000528568,0.0001304754,5.47E-05,1.00E+00,0.0008583128,LINS
cg18437319,-0.0003478516,8.59E-05,5.47E-05,1.00E+00,0.0008586397,NA
cg08548559,-0.0007271844,0.0001795124,5.47E-05,1.00E+00,0.0008589756,PIK3IP1
cg19421584,-0.0003325637,8.21E-05,5.47E-05,1.00E+00,0.0008590622,WDR60
cg06767187,0.0004431928,0.0001094114,5.48E-05,1.00E+00,0.0008595714,IQCE
cg16631083,-0.0003918698,9.67E-05,5.48E-05,1.00E+00,0.0008596895,HUNK
cg05192293,-0.0005629561,0.0001389806,5.48E-05,1.00E+00,0.000859816,NA
cg17839324,-0.0003707825,9.15E-05,5.48E-05,1.00E+00,0.0008599442,PRDM16
cg01844235,-0.0001523598,3.76E-05,5.48E-05,1.00E+00,0.0008600963,RAB36
cg21777015,-0.0007020391,0.0001733224,5.48E-05,1.00E+00,0.0008601604,RETN
cg10534544,0.0003402892,8.40E-05,5.48E-05,1.00E+00,0.0008602172,LIMCH1
cg14143326,-0.0003946858,9.74E-05,5.49E-05,1.00E+00,0.0008607236,NA
cg11101926,0.0004020414,9.93E-05,5.49E-05,1.00E+00,0.0008611169,ASIC2
cg16535018,-0.0002567484,6.34E-05,5.49E-05,1.00E+00,0.0008614782,C17orf96
cg06309855,-8.84E-05,2.18E-05,5.49E-05,1.00E+00,0.0008615932,FEZ1
cg15164103,-0.0001829648,4.52E-05,5.49E-05,1.00E+00,0.0008619095,MEST
cg11671771,-0.0002190031,5.41E-05,5.50E-05,1.00E+00,0.0008622577,PLEKHO2
cg20151494,0.0008534986,0.0002107512,5.50E-05,1.00E+00,0.0008623345,PRKCZ
cg14485901,-0.0003376446,8.34E-05,5.50E-05,1.00E+00,0.0008626086,ABCA2
cg27224823,0.000489532,0.0001208815,5.50E-05,1.00E+00,0.0008626439,TNFRSF25
cg07240413,0.0003973035,9.81E-05,5.50E-05,1.00E+00,0.0008627618,NA
cg23006227,-0.0005056474,0.0001248629,5.50E-05,1.00E+00,0.0008627934,NA
cg04840813,-0.0003664661,9.05E-05,5.51E-05,1.00E+00,0.0008633714,NA
cg23784046,-0.0002238829,5.53E-05,5.51E-05,1.00E+00,0.0008635786,HIGD1C
cg02600394,0.00068959,0.0001702989,5.51E-05,1.00E+00,0.0008638616,TXK
cg17452615,-0.0005904808,0.000145826,5.51E-05,1.00E+00,0.0008641071,KDM2B
cg05382956,-0.0004965169,0.0001226246,5.51E-05,1.00E+00,0.0008645467,MRVI1
cg03978514,-0.000301397,7.44E-05,5.52E-05,1.00E+00,0.0008648496,ANKMY1
cg25698842,0.0004117479,0.0001016935,5.52E-05,1.00E+00,0.0008650944,NA
cg16621749,-0.0004073329,0.0001006043,5.52E-05,1.00E+00,0.0008652192,NA
cg23386659,-0.0003797482,9.38E-05,5.52E-05,1.00E+00,0.0008657278,PRTN3
cg02475474,0.0007113935,0.0001757293,5.53E-05,1.00E+00,0.0008674272,MOG
cg08620095,-0.0001834887,4.53E-05,5.53E-05,1.00E+00,0.0008674843,KLK11
cg13812230,0.0003473084,8.58E-05,5.53E-05,1.00E+00,0.0008674843,NA
cg03708694,0.0004823498,0.0001191556,5.54E-05,1.00E+00,0.0008679193,NA
cg01577760,-0.0005256685,0.0001298571,5.54E-05,1.00E+00,0.0008679264,ALDH3B1
cg06269419,-0.0005479541,0.0001353643,5.54E-05,1.00E+00,0.0008680997,CBX4
cg17839543,-0.0002838295,7.01E-05,5.54E-05,1.00E+00,0.000868363,KIAA0040
cg05462761,-0.0001645081,4.06E-05,5.54E-05,1.00E+00,0.0008683879,PLEKHG5
cg14583871,-0.000263834,6.52E-05,5.54E-05,1.00E+00,0.0008686794,CLIC6
cg09566302,0.0003715497,9.18E-05,5.54E-05,1.00E+00,0.0008688206,ORAI3
cg18231614,0.0002820644,6.97E-05,5.55E-05,1.00E+00,0.0008691614,TMPRSS5
cg06895137,0.0002761877,6.82E-05,5.55E-05,1.00E+00,0.0008691614,SNX8
cg15548859,0.0004781157,0.0001181248,5.55E-05,1.00E+00,0.0008694572,NA
cg21545535,-0.0003737781,9.23E-05,5.55E-05,1.00E+00,0.0008697954,NA
cg10989214,0.0011499028,0.0002841081,5.55E-05,1.00E+00,0.0008698594,NA
cg26101485,0.0005617349,0.0001387944,5.56E-05,1.00E+00,0.0008704334,NA
cg00202760,-0.0003292447,8.14E-05,5.56E-05,1.00E+00,0.0008708481,CDT1
cg16822939,-8.54E-05,2.11E-05,5.56E-05,1.00E+00,0.0008712831,MATN4
cg16143804,-0.0002856355,7.06E-05,5.57E-05,1.00E+00,0.0008717754,MSH5
cg19604110,-0.0005471014,0.0001351926,5.57E-05,1.00E+00,0.0008717909,H3F3B
cg02504521,-8.62E-05,2.13E-05,5.57E-05,1.00E+00,0.0008720717,SLC38A1
cg04288999,-0.0001846374,4.56E-05,5.57E-05,1.00E+00,0.0008722505,MEIS1
cg23632656,-0.0004720757,0.0001166586,5.57E-05,1.00E+00,0.0008723536,NA
cg05377387,-7.72E-05,1.91E-05,5.57E-05,1.00E+00,0.0008726924,WFDC1
cg12960305,-0.000125545,3.10E-05,5.57E-05,1.00E+00,0.0008728861,SH3BP2
cg01656750,-0.0004295597,0.0001061592,5.58E-05,1.00E+00,0.0008732172,KATNB1
cg24744557,-0.0004632798,0.0001144929,5.58E-05,1.00E+00,0.0008732172,SLC6A12
cg27654966,-0.0002118562,5.24E-05,5.58E-05,1.00E+00,0.0008732327,CUX1
cg12073440,-0.0002773809,6.86E-05,5.58E-05,1.00E+00,0.0008732327,NA
cg04991639,-0.0001435427,3.55E-05,5.58E-05,1.00E+00,0.0008732515,NA
cg07283441,0.0005196064,0.0001284174,5.58E-05,1.00E+00,0.0008735173,PVT1
cg24705158,-0.0005104803,0.0001261621,5.58E-05,1.00E+00,0.0008735173,COL23A1
cg16090330,0.0004402988,0.0001088197,5.58E-05,1.00E+00,0.0008738202,NA
cg01981027,-7.37E-05,1.82E-05,5.59E-05,1.00E+00,0.0008749743,NA
cg17474545,0.0003629516,8.97E-05,5.59E-05,1.00E+00,0.0008750522,NA
cg25357729,0.0003847508,9.51E-05,5.59E-05,1.00E+00,0.0008751621,NA
cg17521665,0.0006713468,0.0001659415,5.59E-05,1.00E+00,0.0008753034,PRDM1
cg17600393,0.0005680725,0.0001404189,5.60E-05,1.00E+00,0.0008757332,SNTG2
cg06470279,0.0003813781,9.43E-05,5.60E-05,1.00E+00,0.00087586,MRC2
cg22517740,-0.0003958232,9.78E-05,5.60E-05,1.00E+00,0.0008765217,RHOU
cg15716373,0.0002682734,6.63E-05,5.61E-05,1.00E+00,0.0008774809,APOL1
cg08947915,-0.0007660298,0.0001893755,5.61E-05,1.00E+00,0.0008774975,TACC3
cg19923333,-0.0001781192,4.40E-05,5.61E-05,1.00E+00,0.0008777153,NA
cg13352836,-0.0001071299,2.65E-05,5.61E-05,1.00E+00,0.0008777314,NA
cg06505343,-0.0004272102,0.0001056193,5.61E-05,1.00E+00,0.0008781824,NA
cg25616968,-0.0007140784,0.0001765473,5.62E-05,1.00E+00,0.0008786058,BAHCC1
cg01909364,0.0004767279,0.0001178687,5.62E-05,1.00E+00,0.0008789793,MEOX1
cg00404861,0.0004517933,0.0001117039,5.62E-05,1.00E+00,0.0008789793,GPR133
cg11966998,0.0006484818,0.0001603353,5.62E-05,1.00E+00,0.0008789793,NA
cg22697853,0.0008329124,0.0002059353,5.62E-05,1.00E+00,0.0008789793,NA
ch.8.101580865F,-7.66E-05,1.89E-05,5.62E-05,1.00E+00,0.0008789793,NA
cg11963409,-0.000104997,2.60E-05,5.62E-05,1.00E+00,0.0008792042,NA
cg24903176,-0.000179778,4.45E-05,5.62E-05,1.00E+00,0.000879506,PRRC2A
cg25367558,-0.0007819027,0.0001933386,5.63E-05,1.00E+00,0.0008800194,USP49
cg12817436,-0.0003230792,7.99E-05,5.64E-05,1.00E+00,0.0008812336,HMHA1
cg22093901,-0.0003090865,7.64E-05,5.64E-05,1.00E+00,0.0008812417,ZNF143
cg14807365,-7.89E-05,1.95E-05,5.64E-05,1.00E+00,0.0008812486,NA
cg00759329,0.0005294478,0.0001309274,5.64E-05,1.00E+00,0.0008812863,NA
cg27181142,0.0004160115,0.0001028842,5.65E-05,1.00E+00,0.0008824899,SIX5
cg07639489,-0.0001056268,2.61E-05,5.65E-05,1.00E+00,0.0008825889,HAND2-AS1
cg03974286,-0.0004367666,0.0001080206,5.65E-05,1.00E+00,0.0008828742,CFLAR
cg02081976,-0.0001001905,2.48E-05,5.65E-05,1.00E+00,0.00088299,SOAT1
cg24389347,-0.0003567419,8.82E-05,5.65E-05,1.00E+00,0.0008832707,C3orf22
cg21995203,-0.0002853989,7.06E-05,5.65E-05,1.00E+00,0.0008832952,SERPINB6
cg27614309,0.0004550078,0.0001125442,5.66E-05,1.00E+00,0.0008843365,NA
cg20777390,0.0002564976,6.34E-05,5.66E-05,1.00E+00,0.0008845953,PITPNM2
cg03742286,-0.0001032658,2.55E-05,5.66E-05,1.00E+00,0.0008848544,LBX2
cg06768599,0.0004350583,0.0001076171,5.67E-05,1.00E+00,0.0008852376,LTB4R
cg03427905,-0.0001079159,2.67E-05,5.67E-05,1.00E+00,0.0008853372,ADAMTS9
cg01806151,0.0003703388,9.16E-05,5.67E-05,1.00E+00,0.0008856209,NA
cg16153547,-0.0002630824,6.51E-05,5.67E-05,1.00E+00,0.0008856209,LBX2
cg16273979,0.0006519563,0.0001612754,5.67E-05,1.00E+00,0.0008856209,NA
cg07742396,0.0003555004,8.79E-05,5.67E-05,1.00E+00,0.0008858464,NA
cg04127587,0.0002680453,6.63E-05,5.67E-05,1.00E+00,0.0008859268,PFN3
cg21922731,0.000242357,6.00E-05,5.67E-05,1.00E+00,0.0008859268,HSD17B6
cg03402120,0.0002478988,6.13E-05,5.68E-05,1.00E+00,0.0008866513,NA
cg24341911,-0.0006397867,0.000158278,5.68E-05,1.00E+00,0.0008866513,NA
cg19579782,0.000335218,8.29E-05,5.68E-05,1.00E+00,0.0008867275,TRDMT1
cg06136573,0.0003770887,9.33E-05,5.68E-05,1.00E+00,0.0008872308,NA
cg00637802,-0.0002916654,7.22E-05,5.68E-05,1.00E+00,0.0008873379,CCDC42B
cg24766229,-0.0008101101,0.0002004312,5.68E-05,1.00E+00,0.0008877314,C17orf99
cg24966363,-0.0002124879,5.26E-05,5.69E-05,1.00E+00,0.0008882899,NA
cg26624914,0.0003531369,8.74E-05,5.70E-05,1.00E+00,0.0008893242,NA
cg25508319,-0.0002453501,6.07E-05,5.70E-05,1.00E+00,0.0008899996,KCNJ5
cg06223926,0.0008247644,0.0002040908,5.70E-05,1.00E+00,0.0008900722,NA
cg23205858,-0.0004423822,0.0001094716,5.70E-05,1.00E+00,0.000890382,PI4KA
cg16768376,0.0004256527,0.0001053331,5.70E-05,1.00E+00,0.0008905503,NA
cg21627202,-0.0004191132,0.0001037193,5.71E-05,1.00E+00,0.0008911624,PLXNB2
cg17043247,-0.0006048336,0.0001496851,5.71E-05,1.00E+00,0.0008916188,HLA-DPB2
cg03851496,-0.0003600043,8.91E-05,5.72E-05,1.00E+00,0.0008923425,NA
cg22615330,-0.0006266703,0.0001551023,5.72E-05,1.00E+00,0.000892802,PRKAG2
cg14846292,0.0004333171,0.0001072539,5.73E-05,1.00E+00,0.000893743,C1QL4
cg05873267,-0.0002967593,7.35E-05,5.73E-05,1.00E+00,0.000893839,POMT2
cg03529015,-0.0001715571,4.25E-05,5.73E-05,1.00E+00,0.0008943379,TBCD
cg02859516,-0.0003388498,8.39E-05,5.73E-05,1.00E+00,0.000894579,ELOVL6
cg00290758,-0.0003738566,9.25E-05,5.73E-05,1.00E+00,0.0008946392,GRK5
cg15617545,-0.00020653,5.11E-05,5.73E-05,1.00E+00,0.0008947634,SERPING1
cg07598930,-0.0004131661,0.000102291,5.75E-05,1.00E+00,0.0008971756,ALAS1
cg07869232,-0.0006228664,0.0001542125,5.75E-05,1.00E+00,0.0008975543,RASA3
cg05976228,-0.0001013255,2.51E-05,5.75E-05,1.00E+00,0.0008976358,TET3
cg15117372,-0.0001141441,2.83E-05,5.76E-05,1.00E+00,0.000897919,SLC26A8
cg11673092,-9.82E-05,2.43E-05,5.76E-05,1.00E+00,0.0008983919,ARMC3
cg08936706,-0.0002072621,5.13E-05,5.76E-05,1.00E+00,0.0008984866,MYL3
cg13190608,-0.0005845988,0.0001447505,5.76E-05,1.00E+00,0.0008986596,ARL5C
cg15512289,-0.0008161425,0.0002020839,5.76E-05,1.00E+00,0.0008987437,NA
cg17494034,0.0006569091,0.0001626571,5.76E-05,1.00E+00,0.0008987721,VPS13D
cg00497554,-0.0001843938,4.57E-05,5.77E-05,1.00E+00,0.0008995613,NA
cg14967804,0.0005310075,0.0001314909,5.77E-05,1.00E+00,0.0008996499,C1orf116
cg05501742,-0.0001118485,2.77E-05,5.77E-05,1.00E+00,0.0008998232,MPG
cg25133130,-0.0003457301,8.56E-05,5.77E-05,1.00E+00,0.0008999792,MAP3K6
cg08701566,-0.0002264643,5.61E-05,5.77E-05,1.00E+00,0.0009000306,CHRNA3
cg06980932,-0.0006142602,0.0001521161,5.77E-05,1.00E+00,0.0009004518,NA
cg16658177,-0.000290253,7.19E-05,5.78E-05,1.00E+00,0.0009004959,ITFG3
cg16995606,-0.0004378583,0.0001084347,5.78E-05,1.00E+00,0.0009007914,TNFSF13B
cg18097189,0.0003432813,8.50E-05,5.78E-05,1.00E+00,0.0009013295,GPR149
cg20682563,0.0005275467,0.0001306651,5.79E-05,1.00E+00,0.0009029569,TCF7
cg04729574,0.0003330755,8.25E-05,5.80E-05,1.00E+00,0.0009039257,ECE2
cg22304543,0.0009942148,0.0002462796,5.80E-05,1.00E+00,0.0009046143,NA
cg21579912,-5.49E-05,1.36E-05,5.80E-05,1.00E+00,0.0009046822,NPR3
cg10145319,0.0001303074,3.23E-05,5.81E-05,1.00E+00,0.0009058738,SPTBN2
cg00434573,-0.0005983755,0.0001482394,5.81E-05,1.00E+00,0.0009059506,MKNK2
cg04920630,-0.0003703821,9.18E-05,5.82E-05,1.00E+00,0.0009069496,SEC61A1
cg12141659,-0.000328388,8.14E-05,5.82E-05,1.00E+00,0.0009072722,KCNQ1
cg09619786,-0.0001895391,4.70E-05,5.82E-05,1.00E+00,0.0009072722,RPP25
cg21821684,0.0005260177,0.000130328,5.82E-05,1.00E+00,0.0009074644,NA
cg00639656,-0.000317837,7.87E-05,5.82E-05,1.00E+00,0.0009076878,NA
cg26460678,-0.0004912011,0.0001217096,5.83E-05,1.00E+00,0.0009083799,HYAL2
cg07601320,0.0005762198,0.0001427788,5.83E-05,1.00E+00,0.0009086895,SLC38A4
cg14037346,-0.000303494,7.52E-05,5.84E-05,1.00E+00,0.000909481,ODF2
cg13732302,-0.0002505058,6.21E-05,5.84E-05,1.00E+00,0.000909481,KANSL1
cg22076160,-0.0002113713,5.24E-05,5.84E-05,1.00E+00,0.0009102356,GNG4
cg10719144,0.0003486007,8.64E-05,5.85E-05,1.00E+00,0.0009111433,NA
cg18463607,0.0004540927,0.0001125393,5.85E-05,1.00E+00,0.0009114572,EXOC1
cg11521436,0.0005129537,0.0001271287,5.85E-05,1.00E+00,0.0009116244,N4BP2
cg07027305,-0.0005372356,0.0001331533,5.86E-05,1.00E+00,0.000912321,MAD1L1
cg13829638,-0.0002441719,6.05E-05,5.86E-05,1.00E+00,0.000912321,RPL35
cg25491402,0.000523434,0.000129733,5.86E-05,1.00E+00,0.000912321,PDE9A
cg19291696,0.0003086544,7.65E-05,5.86E-05,1.00E+00,0.0009123909,NA
cg07906724,-0.0004091946,0.0001014209,5.86E-05,1.00E+00,0.0009125614,CHRNA6
cg26618041,-0.0002005555,4.97E-05,5.86E-05,1.00E+00,0.0009125954,CILP2
cg11420633,0.0006992382,0.0001733211,5.87E-05,1.00E+00,0.0009134909,KRTAP3-3
cg13228314,0.0004367342,0.0001082548,5.87E-05,1.00E+00,0.0009135555,RBP4
cg15019541,0.0006401331,0.0001586722,5.87E-05,1.00E+00,0.0009135555,CNNM1
cg18517540,0.0006450513,0.0001598968,5.87E-05,1.00E+00,0.0009140461,DTNA
