#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg25179780,-0.0002033149,5.41E-05,0.000182008,1.00E+00,0.003192074,GALNT9
cg13778848,-0.0002108945,5.61E-05,0.0001821713,1.00E+00,0.0031943864,ZMIZ1-AS1
cg16697620,-0.0001451064,3.86E-05,0.0001821719,1.00E+00,0.0031943864,HCRTR1
cg26499286,0.0005205418,0.0001385922,0.0001821734,1.00E+00,0.0031943864,KRTAP17-1
cg03726437,-0.0001140858,3.04E-05,0.0001821862,1.00E+00,0.0031944148,TRPV1
cg19476647,-0.0002931374,7.80E-05,0.0001822698,1.00E+00,0.0031956855,LTBR
cg16038219,-0.0001805663,4.81E-05,0.0001823346,1.00E+00,0.003196625,SMYD3
cg09459740,-0.0002079218,5.54E-05,0.0001823685,1.00E+00,0.0031970229,NA
cg24527452,-0.0001587202,4.23E-05,0.0001826069,1.00E+00,0.0032009729,TPTE2P3
cg06234966,-0.0001370485,3.65E-05,0.0001826162,1.00E+00,0.0032009729,FASN
cg01292793,0.0003044139,8.11E-05,0.0001827992,1.00E+00,0.0032039848,NA
cg26922854,0.0006612681,0.0001761017,0.0001828131,1.00E+00,0.0032040313,NA
cg16308841,-0.0003798384,0.0001011567,0.0001828818,1.00E+00,0.0032050382,CNOT11
cg03372852,-0.0003181679,8.47E-05,0.0001829296,1.00E+00,0.0032056797,LILRP2
cg26542597,-0.0001684154,4.49E-05,0.0001831754,1.00E+00,0.0032096198,SIPA1L3
cg09814633,-0.0002212776,5.89E-05,0.0001831769,1.00E+00,0.0032096198,NA
cg24793228,-0.0002526444,6.73E-05,0.0001832039,1.00E+00,0.003209896,MEGF8
cg00805577,-0.0001655618,4.41E-05,0.0001833829,1.00E+00,0.0032128353,HIP1R
cg04874267,-0.0001165477,3.10E-05,0.0001835053,1.00E+00,0.0032146321,EHMT2
cg08014320,-0.0001955008,5.21E-05,0.0001835079,1.00E+00,0.0032146321,TMUB2
cg08448751,-0.000219446,5.85E-05,0.0001837067,1.00E+00,0.0032179176,SEMA3G
cg12639293,0.0004223497,0.0001125149,0.0001837588,1.00E+00,0.0032186331,NA
cg09489128,0.0004065482,0.000108306,0.0001837752,1.00E+00,0.0032187215,HSPBP1
cg21961270,-0.0001692973,4.51E-05,0.0001838615,1.00E+00,0.0032197581,PRDM16
cg24126851,0.0003149992,8.39E-05,0.0001838667,1.00E+00,0.0032197581,DCHS1
cg17366378,-8.95E-05,2.38E-05,0.0001838829,1.00E+00,0.0032197581,NA
cg26532812,-0.0001543467,4.11E-05,0.0001838901,1.00E+00,0.0032197581,IGSF9B
cg17302896,0.0003297351,8.78E-05,0.0001838924,1.00E+00,0.0032197581,NA
cg07459266,-9.73E-05,2.59E-05,0.0001839019,1.00E+00,0.0032197581,RNF213
cg24039042,-0.0004555372,0.0001213662,0.000183986,1.00E+00,0.0032210325,NA
cg08549241,-0.0001790727,4.77E-05,0.0001840049,1.00E+00,0.003221167,ANKRD11
cg14101398,0.0005247206,0.0001398017,0.0001840518,1.00E+00,0.0032217891,CD177
cg05030405,-0.0003428486,9.13E-05,0.0001840772,1.00E+00,0.0032220378,RGS6
cg01797527,-7.59E-05,2.02E-05,0.0001841389,1.00E+00,0.0032229195,BMP2
cg05743982,-0.0001532516,4.08E-05,0.0001841651,1.00E+00,0.0032229999,DOC2A
cg13807549,0.0004115002,0.0001096409,0.000184166,1.00E+00,0.0032229999,NA
cg14102576,-0.0001418238,3.78E-05,0.0001842419,1.00E+00,0.0032239374,ITPK1
cg12147906,-0.0001318422,3.51E-05,0.0001842422,1.00E+00,0.0032239374,NA
cg08274633,-0.0003849105,0.0001025612,0.0001843053,1.00E+00,0.0032247731,C15orf53
cg24697184,-0.0001832577,4.88E-05,0.0001843125,1.00E+00,0.0032247731,TTC22
cg12149666,-0.0003479132,9.27E-05,0.000184449,1.00E+00,0.0032269642,PNPLA7
cg16029351,-0.0001863028,4.96E-05,0.0001845957,1.00E+00,0.0032293327,CNDP1
cg19927565,-0.0004492358,0.0001197178,0.000184696,1.00E+00,0.0032308904,EVPL
cg08897388,0.0002987958,7.96E-05,0.0001847097,1.00E+00,0.0032309321,LAMA4
cg17132591,-0.0001826806,4.87E-05,0.0001847235,1.00E+00,0.0032309758,NA
cg26861995,0.000321489,8.57E-05,0.0001847359,1.00E+00,0.0032309939,RUVBL1
cg16520038,-0.0003379414,9.01E-05,0.0001847993,1.00E+00,0.003231905,MIR130A
cg13549940,0.0005339083,0.000142288,0.0001848141,1.00E+00,0.003231966,ACOT7
cg12018863,-0.000341904,9.11E-05,0.0001848311,1.00E+00,0.0032320657,BBS1
cg03792042,-0.0006610675,0.0001761807,0.0001848563,1.00E+00,0.0032323086,PLEC
cg22945457,0.0003181246,8.48E-05,0.000184908,1.00E+00,0.0032330153,LBR
cg12417720,-7.47E-05,1.99E-05,0.0001849702,1.00E+00,0.003233906,NA
cg07375700,-0.0001463613,3.90E-05,0.0001849825,1.00E+00,0.0032339219,PRKCZ
cg18420868,-0.0002929711,7.81E-05,0.000184996,1.00E+00,0.0032339602,INTS1
cg16695403,-0.0002117507,5.64E-05,0.0001850157,1.00E+00,0.0032341063,NA
cg02481642,-0.0005825645,0.0001552681,0.0001850365,1.00E+00,0.0032342724,WISP2
cg25072766,-0.0007934897,0.0002114909,0.000185113,1.00E+00,0.0032354131,CARS
cg07015195,0.0003013713,8.03E-05,0.000185142,1.00E+00,0.0032357205,RSPO2
cg00507154,-0.0003450415,9.20E-05,0.000185189,1.00E+00,0.0032362435,ADM5
cg21333406,0.0004383811,0.0001168472,0.0001851945,1.00E+00,0.0032362435,GRK4
cg21064579,-0.0001759767,4.69E-05,0.0001852375,1.00E+00,0.0032365193,FUT2
cg24768077,-0.0003713371,9.90E-05,0.0001852407,1.00E+00,0.0032365193,SDK2
cg21387604,-0.0001551517,4.14E-05,0.0001852443,1.00E+00,0.0032365193,TGFB2
cg26079666,-0.0003370545,8.98E-05,0.0001853501,1.00E+00,0.0032381702,CELF4
cg03299838,-0.0002104057,5.61E-05,0.0001854012,1.00E+00,0.0032388643,RALGDS
cg27507372,-0.0002528272,6.74E-05,0.0001854703,1.00E+00,0.0032398745,NA
cg25804447,-0.0002163005,5.77E-05,0.0001856216,1.00E+00,0.0032423194,C19orf24
cg11463271,-0.0002445493,6.52E-05,0.0001857244,1.00E+00,0.0032439159,DOK3
cg16822191,-0.0002212018,5.90E-05,0.0001858057,1.00E+00,0.0032451373,KCNQ2
cg04304338,-0.0002416948,6.44E-05,0.0001858547,1.00E+00,0.0032457429,ANKRD33B
cg07590621,-0.0002323959,6.20E-05,0.0001858631,1.00E+00,0.0032457429,CAPN5
cg20388580,-0.0002599849,6.93E-05,0.0001858928,1.00E+00,0.0032460645,NA
cg23105827,0.0004867968,0.0001297874,0.0001859414,1.00E+00,0.0032467138,ARHGEF19
cg00547484,-0.000256745,6.85E-05,0.0001859904,1.00E+00,0.0032473711,BAI2
cg21960110,0.000438743,0.0001169811,0.0001860722,1.00E+00,0.0032486014,HBZ
cg01140143,-0.000547401,0.0001459548,0.0001861187,1.00E+00,0.0032492142,HLA-DPA1
cg06531034,0.0003575109,9.53E-05,0.0001864027,1.00E+00,0.0032539744,NA
cg22670675,0.000425317,0.0001134166,0.0001864418,1.00E+00,0.0032544574,TMEM51
cg26504421,0.001626139,0.0004336341,0.0001864539,1.00E+00,0.0032544709,SDK2
cg05157360,0.0008306199,0.0002214997,0.0001864947,1.00E+00,0.0032549841,NA
cg21031035,0.0003898041,0.0001039504,0.0001865435,1.00E+00,0.0032556362,NA
cg17841541,-0.0002158016,5.75E-05,0.000186602,1.00E+00,0.003256459,ARHGEF16
cg22434594,0.0004040516,0.0001077532,0.0001866296,1.00E+00,0.003256742,NA
cg23270714,0.0003064359,8.17E-05,0.0001866719,1.00E+00,0.0032570942,NA
cg24475171,-0.0001513282,4.04E-05,0.0001866726,1.00E+00,0.0032570942,NA
cg13971265,-0.0002378379,6.34E-05,0.0001867699,1.00E+00,0.0032584184,KCNT1
cg06068897,-0.0001500023,4.00E-05,0.0001867713,1.00E+00,0.0032584184,NA
cg02369450,-0.000151065,4.03E-05,0.0001868412,1.00E+00,0.0032594388,NA
cg00036137,0.0002681598,7.15E-05,0.0001868696,1.00E+00,0.003259736,GALP
cg24412960,-0.0002601142,6.94E-05,0.0001869062,1.00E+00,0.0032601746,OBSL1
cg11424375,-8.16E-05,2.18E-05,0.0001869454,1.00E+00,0.0032606603,TSPAN2
cg17355191,-0.0001973993,5.27E-05,0.0001870284,1.00E+00,0.0032619091,GBGT1
cg22744131,-0.0001543067,4.12E-05,0.000187042,1.00E+00,0.0032619456,MAP1LC3A
cg03160526,-0.0006332511,0.0001689031,0.0001870627,1.00E+00,0.0032621081,B3GNTL1
cg01829632,-0.0004140019,0.0001104337,0.0001873019,1.00E+00,0.0032660812,NA
cg05005791,-0.000205023,5.47E-05,0.0001874536,1.00E+00,0.0032685257,PLCH2
cg25153233,-0.0004443806,0.000118546,0.0001875085,1.00E+00,0.0032692834,LOC339568
cg02255098,0.0003704316,9.88E-05,0.0001875527,1.00E+00,0.003269707,BCAM
cg05951776,-0.0002442656,6.52E-05,0.0001875556,1.00E+00,0.003269707,PEX14
cg16769381,-0.0001647217,4.39E-05,0.0001875675,1.00E+00,0.0032697136,DGKZ
cg19693869,-0.0001648478,4.40E-05,0.0001875805,1.00E+00,0.0032697425,MMP17
cg14886379,-0.0001426276,3.80E-05,0.0001876199,1.00E+00,0.0032702284,CENPJ
cg01556979,-0.0001598092,4.26E-05,0.0001876616,1.00E+00,0.0032707555,PLXNB2
cg26272623,0.0002068346,5.52E-05,0.0001877464,1.00E+00,0.0032718828,TBX15
cg10230190,-0.0002703913,7.21E-05,0.0001877491,1.00E+00,0.0032718828,MCOLN2
cg11711057,0.0005099707,0.0001360563,0.0001877743,1.00E+00,0.003272122,BTBD11
cg10556106,-0.0001426919,3.81E-05,0.0001877882,1.00E+00,0.0032721644,NA
cg13682333,-0.0001178724,3.14E-05,0.0001878177,1.00E+00,0.0032723064,SHB
cg23381494,0.0003135079,8.36E-05,0.0001878192,1.00E+00,0.0032723064,GALNT9
cg20817941,0.0003187386,8.50E-05,0.0001879604,1.00E+00,0.0032744408,CTSK
cg19276186,-0.000151666,4.05E-05,0.0001879647,1.00E+00,0.0032744408,C8orf12
cg14818812,0.0004799851,0.0001280689,0.0001880437,1.00E+00,0.0032756177,NA
cg24118547,-0.0003914214,0.0001044395,0.0001880715,1.00E+00,0.0032759027,ZHX2
cg12978582,-0.0002626608,7.01E-05,0.0001880985,1.00E+00,0.0032761741,AEBP1
cg08972301,-0.0002200903,5.87E-05,0.0001881397,1.00E+00,0.0032766909,NA
cg14282215,-0.0001500421,4.00E-05,0.0001883152,1.00E+00,0.0032795488,GRHPR
cg11280756,-0.0002656994,7.09E-05,0.0001883621,1.00E+00,0.0032801648,WFIKKN2
cg12073615,-0.0001754532,4.68E-05,0.0001884311,1.00E+00,0.0032811672,FAM90A1
cg25980484,-0.0003794256,0.0001012627,0.0001887278,1.00E+00,0.0032861338,PPP1R18
cg22685215,0.0005115819,0.0001365345,0.0001887564,1.00E+00,0.0032864308,RASAL2
cg03975188,-0.0002324563,6.20E-05,0.0001887867,1.00E+00,0.0032867588,NA
cg11912315,0.0002449346,6.54E-05,0.0001888278,1.00E+00,0.0032872738,ANK1
cg21181594,-0.0001586788,4.24E-05,0.0001888746,1.00E+00,0.003287734,DBH
cg23500559,-6.24E-05,1.67E-05,0.0001888773,1.00E+00,0.003287734,MRC2
cg16496462,-0.0001642604,4.38E-05,0.0001889211,1.00E+00,0.0032882966,NCOR2
cg03722472,-0.0001579472,4.22E-05,0.0001889639,1.00E+00,0.0032888412,CARNS1
cg06921464,-0.0001285986,3.43E-05,0.0001890778,1.00E+00,0.003290623,NA
cg15841944,-0.0001196215,3.19E-05,0.0001891762,1.00E+00,0.0032921353,ANKRD23
cg01157261,-0.0001276993,3.41E-05,0.0001891921,1.00E+00,0.003292211,MOSPD3
cg05301034,-0.0002078395,5.55E-05,0.0001892311,1.00E+00,0.00329269,GGTLC2
cg06966613,-0.000354862,9.47E-05,0.0001892523,1.00E+00,0.0032928581,NA
cg26247087,-0.0001877409,5.01E-05,0.0001892753,1.00E+00,0.0032930586,GLIS1
cg11645556,-0.0003757917,0.0001003153,0.0001893515,1.00E+00,0.0032941834,RRAS2
cg02032097,-0.0001088915,2.91E-05,0.0001894524,1.00E+00,0.0032955696,PRSS50
cg22713958,-0.0003450972,9.21E-05,0.0001894542,1.00E+00,0.0032955696,LGALS3BP
cg16915316,-0.0002376804,6.35E-05,0.0001894996,1.00E+00,0.0032961586,CTDSP2
cg24066980,-0.0001576625,4.21E-05,0.0001895192,1.00E+00,0.0032962974,MYT1L
cg05081006,-0.0003205759,8.56E-05,0.0001898026,1.00E+00,0.0033010262,NA
cg08550317,0.0002993002,7.99E-05,0.0001898575,1.00E+00,0.0033016154,FAM50B
cg26826729,-0.0002108929,5.63E-05,0.0001898596,1.00E+00,0.0033016154,GAPDH
cg15453204,-0.0001635537,4.37E-05,0.0001898848,1.00E+00,0.0033018541,HCN4
cg12656085,-0.000272666,7.28E-05,0.0001899904,1.00E+00,0.0033034883,NA
cg21058391,-0.0005890668,0.0001572904,0.0001901176,1.00E+00,0.0033054992,NA
cg25522046,-0.0003179859,8.49E-05,0.000190158,1.00E+00,0.0033060003,FAM124A
cg13541615,-0.0001788468,4.78E-05,0.0001901779,1.00E+00,0.0033061452,ASPSCR1
cg15969203,-0.0002377908,6.35E-05,0.0001902319,1.00E+00,0.0033068834,MUC6
cg08217358,-0.00017755,4.74E-05,0.0001903073,1.00E+00,0.0033079921,PIEZO1
cg04239247,0.0003364332,8.98E-05,0.000190319,1.00E+00,0.003307994,FNBP1L
cg10142237,0.0004402712,0.0001175681,0.0001903391,1.00E+00,0.0033080799,CSNK1E
cg11509088,0.0003487597,9.31E-05,0.000190347,1.00E+00,0.0033080799,WDFY4
cg14012059,0.0004825591,0.0001288576,0.0001903824,1.00E+00,0.003308493,LRSAM1
cg19764489,-0.0002839845,7.58E-05,0.0001904222,1.00E+00,0.0033089843,KCNQ1
cg08134301,-0.0001809179,4.83E-05,0.0001905258,1.00E+00,0.0033105828,SULF2
cg06629453,0.0003991385,0.0001065934,0.000190554,1.00E+00,0.0033108709,VWA3B
cg11814826,-0.0001075937,2.87E-05,0.0001905685,1.00E+00,0.0033109214,TNFAIP1
cg23331981,-0.0001264168,3.38E-05,0.0001905992,1.00E+00,0.0033112533,NA
cg11468348,-0.0002566025,6.85E-05,0.0001906693,1.00E+00,0.0033122701,FAM227B
cg05090127,-0.0001527922,4.08E-05,0.0001907038,1.00E+00,0.0033126681,NA
cg11095099,-0.0002254306,6.02E-05,0.0001907331,1.00E+00,0.0033129766,TNK2
cg16235995,0.0003682736,9.84E-05,0.0001907766,1.00E+00,0.0033135307,AKAP6
cg21448471,0.0002621266,7.00E-05,0.0001908644,1.00E+00,0.003314854,NA
cg05973028,-0.0004224518,0.0001128407,0.0001910829,1.00E+00,0.0033184478,LYN
cg07992377,-0.0001663047,4.44E-05,0.0001911093,1.00E+00,0.0033187035,OSBPL5
cg20414364,-0.0001055333,2.82E-05,0.0001911489,1.00E+00,0.003319007,LOC728613
cg19541247,-0.0001370499,3.66E-05,0.000191154,1.00E+00,0.003319007,PRKAG2
cg14021478,-0.0002370827,6.33E-05,0.0001911701,1.00E+00,0.003319007,CUTA
cg06436032,0.0001716827,4.59E-05,0.0001911732,1.00E+00,0.003319007,STX11
cg15207091,-0.0004120881,0.0001100773,0.0001912069,1.00E+00,0.0033193913,MINK1
cg13659914,-0.0002497791,6.67E-05,0.0001912762,1.00E+00,0.0033203926,NOTCH1
cg08088984,-0.0001114041,2.98E-05,0.0001913531,1.00E+00,0.0033215243,GRAMD1A
cg02996570,-0.0002440736,6.52E-05,0.0001914303,1.00E+00,0.0033226636,ANO1
cg21476940,-0.0005917326,0.0001580793,0.0001914769,1.00E+00,0.0033232328,ITLN1
cg18555289,-0.0001402232,3.75E-05,0.0001914864,1.00E+00,0.0033232328,GPT
cg25936876,0.0003362908,8.98E-05,0.0001915493,1.00E+00,0.0033241063,MCPH1
cg17786864,-0.0002092979,5.59E-05,0.00019156,1.00E+00,0.0033241063,WNT9A
cg09067610,-0.0001873437,5.00E-05,0.0001915749,1.00E+00,0.0033241636,NA
cg25270424,0.0002803952,7.49E-05,0.000191626,1.00E+00,0.0033248494,OSBPL3
cg00774100,-8.02E-05,2.14E-05,0.0001916941,1.00E+00,0.003325828,MICB
cg22140866,0.0007256735,0.0001938836,0.0001918035,1.00E+00,0.0033275249,NA
cg01627785,-0.0002182271,5.83E-05,0.0001918252,1.00E+00,0.0033276448,MFI2
cg17200137,0.0005418673,0.0001447763,0.0001918337,1.00E+00,0.0033276448,GDF2
cg10832938,-8.73E-05,2.33E-05,0.0001919011,1.00E+00,0.0033286114,SIX3
cg06150863,-0.0003109724,8.31E-05,0.0001919404,1.00E+00,0.0033290706,NA
cg26518580,-0.0002817445,7.53E-05,0.0001919509,1.00E+00,0.0033290706,DENND2D
cg01401037,0.0004115562,0.0001099651,0.0001919728,1.00E+00,0.0033292496,NA
cg12210378,-0.000146749,3.92E-05,0.0001920613,1.00E+00,0.0033304169,BRF1
cg02757667,0.0005205334,0.0001390876,0.0001920634,1.00E+00,0.0033304169,OSBPL6
cg07652774,-0.0001634429,4.37E-05,0.0001921006,1.00E+00,0.0033308592,NA
cg07597069,-0.0001499452,4.01E-05,0.0001921429,1.00E+00,0.0033313909,PLEC
cg17434257,-0.000113139,3.02E-05,0.0001923143,1.00E+00,0.0033341607,CALML6
cg23290456,-0.0001886182,5.04E-05,0.0001924035,1.00E+00,0.0033355049,KLF16
cg16757281,-0.0001714027,4.58E-05,0.0001924543,1.00E+00,0.0033361831,C16orf13
cg21215436,-0.0001830056,4.89E-05,0.0001924901,1.00E+00,0.0033366004,RXRA
cg13228715,-0.0001170609,3.13E-05,0.0001925154,1.00E+00,0.0033368367,NA
cg19998151,-0.0003485245,9.31E-05,0.0001925426,1.00E+00,0.0033369526,NA
cg22648407,-0.0001522896,4.07E-05,0.0001925454,1.00E+00,0.0033369526,STOX2
cg14139814,-0.0002011519,5.38E-05,0.0001926423,1.00E+00,0.0033384293,NA
cg06801028,0.0004498923,0.0001202378,0.0001926676,1.00E+00,0.0033386655,NCOA4
cg09112190,-0.0001418806,3.79E-05,0.0001927414,1.00E+00,0.0033397406,NA
cg22376822,-0.0001887681,5.05E-05,0.0001928193,1.00E+00,0.0033408888,ZBTB16
cg25472296,0.0005121557,0.0001368871,0.0001928498,1.00E+00,0.0033410227,DOCK1
cg13085507,0.0006113486,0.0001633974,0.0001928504,1.00E+00,0.0033410227,ADK
cg12912663,-0.0001579095,4.22E-05,0.0001928717,1.00E+00,0.0033411896,RIN1
cg25848582,-0.0001226494,3.28E-05,0.0001929421,1.00E+00,0.0033421383,HDAC4
cg02349866,-0.0002074223,5.54E-05,0.0001929499,1.00E+00,0.0033421383,AP3S2
cg19671247,-0.0003323342,8.88E-05,0.0001929793,1.00E+00,0.0033424452,NA
cg18345219,-0.0003673787,9.82E-05,0.0001930253,1.00E+00,0.0033430398,HYI
cg04344749,-0.000305184,8.16E-05,0.00019304,1.00E+00,0.0033430906,LDLRAP1
cg04399450,-0.0002023422,5.41E-05,0.0001930876,1.00E+00,0.0033437139,CELSR3
cg07197059,0.0002990099,7.99E-05,0.0001931319,1.00E+00,0.0033442775,EFS
cg21544975,-0.0001281172,3.42E-05,0.0001932194,1.00E+00,0.0033454238,GPR133
cg21330313,-0.0001511689,4.04E-05,0.0001932311,1.00E+00,0.0033454238,CAMK2B
cg05142942,-0.0001379434,3.69E-05,0.0001932332,1.00E+00,0.0033454238,PSTPIP1
cg02097792,-0.0003648788,9.75E-05,0.0001932474,1.00E+00,0.0033454666,NA
cg20529923,-0.0003760201,0.0001005162,0.0001932715,1.00E+00,0.0033455854,NA
cg24670445,0.0004767324,0.0001274385,0.0001932777,1.00E+00,0.0033455854,BTBD18
cg25095722,-0.0001175475,3.14E-05,0.0001933076,1.00E+00,0.0033457112,LRRN1
cg22707446,-0.0002369972,6.34E-05,0.0001933219,1.00E+00,0.0033457112,NA
cg16556656,0.0001935229,5.17E-05,0.0001933251,1.00E+00,0.0033457112,ANKRD11
cg06155620,0.0004686688,0.0001252854,0.0001933318,1.00E+00,0.0033457112,NA
cg01456243,-0.0002742598,7.33E-05,0.0001934287,1.00E+00,0.0033471871,UNC45A
cg09400123,-0.0001817293,4.86E-05,0.0001934783,1.00E+00,0.0033478419,SNX29P2
cg14064024,-0.0008009598,0.000214128,0.0001935267,1.00E+00,0.0033484767,SLC25A29
cg08166431,-0.0001751397,4.68E-05,0.0001936617,1.00E+00,0.0033506093,CLEC16A
cg20104307,-0.000236678,6.33E-05,0.0001936752,1.00E+00,0.0033506409,HAGHL
cg12802570,0.0003258899,8.71E-05,0.0001937224,1.00E+00,0.0033512543,ZNF239
cg16575409,-0.0002271717,6.07E-05,0.0001938001,1.00E+00,0.0033523951,NA
cg06196801,-0.0004751854,0.0001270507,0.0001938714,1.00E+00,0.0033534253,ACADS
cg07465344,0.0004997668,0.0001336253,0.0001939209,1.00E+00,0.0033540784,PFN1
cg09346617,-8.74E-05,2.34E-05,0.0001939476,1.00E+00,0.0033543375,BTC
cg22418360,-0.0001724983,4.61E-05,0.0001939675,1.00E+00,0.003354479,UBE2F
cg15384108,-0.0002705974,7.24E-05,0.0001939841,1.00E+00,0.0033545634,ZNF295-AS1
cg07275207,-0.0003345811,8.95E-05,0.0001940274,1.00E+00,0.0033551093,SMCO4
cg25470561,-0.0001143425,3.06E-05,0.0001940942,1.00E+00,0.0033560609,CTSW
cg03888592,-0.0001669347,4.46E-05,0.0001942825,1.00E+00,0.0033591143,HDAC7
cg22107710,-0.000144674,3.87E-05,0.0001943371,1.00E+00,0.0033598539,NA
cg02627227,0.0004638647,0.0001240465,0.0001943725,1.00E+00,0.0033602634,AGPAT4
cg05991401,-0.0002176246,5.82E-05,0.0001943902,1.00E+00,0.0033603662,RAB37
cg04191989,-0.00014292,3.82E-05,0.0001944308,1.00E+00,0.0033607289,PRKAR1B
cg26337914,0.0005753426,0.0001538607,0.0001944347,1.00E+00,0.0033607289,PTPRN2
cg26797723,-0.0001080298,2.89E-05,0.0001944964,1.00E+00,0.0033614216,WNT5A
cg07364781,-0.0002126583,5.69E-05,0.0001944983,1.00E+00,0.0033614216,RASSF8
cg00712711,-0.0002091335,5.59E-05,0.0001945516,1.00E+00,0.0033618588,NA
cg14846965,-0.0002749514,7.35E-05,0.0001945551,1.00E+00,0.0033618588,LDLRAD4
cg05691833,-8.88E-05,2.38E-05,0.0001945589,1.00E+00,0.0033618588,ZCCHC24
cg22173481,-0.0002562973,6.85E-05,0.0001946562,1.00E+00,0.0033633361,NA
cg09570214,-0.0003191421,8.54E-05,0.0001947019,1.00E+00,0.0033638757,NA
cg21164765,-0.0001377339,3.68E-05,0.0001947109,1.00E+00,0.0033638757,FZD6
cg24768999,-0.0001321804,3.54E-05,0.0001947332,1.00E+00,0.0033639847,ABTB1
cg09522571,-0.0001636727,4.38E-05,0.0001947408,1.00E+00,0.0033639847,NGEF
cg03041109,-0.0002837289,7.59E-05,0.0001947774,1.00E+00,0.0033644138,LEF1
cg00080418,-0.0001932152,5.17E-05,0.0001948047,1.00E+00,0.0033646814,CD8B
cg17700453,0.0003802143,0.0001016955,0.0001948998,1.00E+00,0.0033661215,XRRA1
cg06331359,-0.0002586768,6.92E-05,0.0001949175,1.00E+00,0.0033661917,SGSH
cg06328100,-0.0001969766,5.27E-05,0.0001949274,1.00E+00,0.0033661917,ITPR3
cg16304656,-0.0003122739,8.35E-05,0.0001949715,1.00E+00,0.0033667492,PRKAR1B
cg16905207,-0.0001904538,5.09E-05,0.0001949893,1.00E+00,0.0033668176,GIPC1
cg09394128,0.0001433753,3.83E-05,0.000194999,1.00E+00,0.0033668176,NFIX
cg19800926,-0.0001210356,3.24E-05,0.0001950187,1.00E+00,0.0033669535,RELT
cg13175739,0.0007639583,0.0002043493,0.0001950994,1.00E+00,0.0033681444,STYK1
cg09305224,-0.000446863,0.0001195316,0.0001951311,1.00E+00,0.0033683526,NA
cg23135850,-0.0001476248,3.95E-05,0.0001951351,1.00E+00,0.0033683526,SMOC2
cg07362569,-8.46E-05,2.26E-05,0.0001951649,1.00E+00,0.0033686643,SMARCD2
cg00533390,0.0004013178,0.0001073522,0.0001952249,1.00E+00,0.0033694971,HNRNPU
cg18547333,-0.0002283377,6.11E-05,0.0001953055,1.00E+00,0.0033706841,NA
cg16805291,0.0004674872,0.0001250614,0.0001954593,1.00E+00,0.0033731348,NA
cg25238982,-0.0001364963,3.65E-05,0.0001955153,1.00E+00,0.0033738977,FARP1
cg06161930,0.0002438096,6.52E-05,0.0001955441,1.00E+00,0.0033741905,ZNF787
cg20022122,0.0003445967,9.22E-05,0.0001955769,1.00E+00,0.0033745538,GCKR
cg18835472,0.0004296649,0.0001149515,0.0001956346,1.00E+00,0.0033753443,HMGN4
cg14732376,-0.0002452114,6.56E-05,0.0001958596,1.00E+00,0.00337895,NA
cg01733904,-0.0003400038,9.10E-05,0.0001958672,1.00E+00,0.00337895,NA
cg12577320,-0.0002778903,7.44E-05,0.0001959172,1.00E+00,0.0033796082,SEMA3B
cg01767885,-0.0002813936,7.53E-05,0.0001959553,1.00E+00,0.0033800611,C1QTNF8
cg11918124,-0.0001461637,3.91E-05,0.0001959703,1.00E+00,0.0033801164,PITPNM2
cg16109089,-0.0001680006,4.50E-05,0.0001959901,1.00E+00,0.0033802544,IGSF9B
cg06641279,-0.0002686444,7.19E-05,0.0001960534,1.00E+00,0.0033811064,CELA3B
cg17824906,-0.0002234987,5.98E-05,0.0001960632,1.00E+00,0.0033811064,FBXL14
cg04976697,0.0003407809,9.12E-05,0.0001960799,1.00E+00,0.0033811907,NA
cg02822087,-0.0007756349,0.0002075467,0.0001961317,1.00E+00,0.0033818805,NT5C2
cg20927119,-0.0003940752,0.0001054545,0.0001963052,1.00E+00,0.0033844688,ACTR3C
cg22457668,-0.0001992817,5.33E-05,0.0001963055,1.00E+00,0.0033844688,NA
cg26266429,-0.0003215623,8.61E-05,0.0001963371,1.00E+00,0.0033848087,ADCY6
cg02070118,-0.0001939337,5.19E-05,0.0001964273,1.00E+00,0.0033861596,TMEM175
cg03682192,-0.0002250503,6.02E-05,0.0001964967,1.00E+00,0.0033871524,NA
cg26712159,-0.0001810824,4.85E-05,0.0001965377,1.00E+00,0.003387654,CELSR3
cg03121538,-0.0001719764,4.60E-05,0.0001965699,1.00E+00,0.0033880043,DOC2A
cg18720533,-0.0002034684,5.45E-05,0.0001965892,1.00E+00,0.0033881339,NA
cg25518824,0.000329066,8.81E-05,0.0001966132,1.00E+00,0.0033883436,LOC284023
cg02954903,0.0005028397,0.0001345883,0.0001969131,1.00E+00,0.0033933061,CCDC80
cg02735682,-0.0001567861,4.20E-05,0.0001970035,1.00E+00,0.0033946604,EPPK1
cg09608716,-0.0002133283,5.71E-05,0.0001972011,1.00E+00,0.0033978593,NA
cg22747501,0.0003823014,0.0001023363,0.0001972197,1.00E+00,0.0033979745,CHN2
cg26085385,-0.0001442645,3.86E-05,0.0001972331,1.00E+00,0.0033980007,NA
cg08903019,-0.0004142811,0.0001108978,0.0001972571,1.00E+00,0.0033982098,NA
cg01877352,-0.0002183474,5.85E-05,0.0001973297,1.00E+00,0.0033991189,CD6
cg14200725,-0.0002175444,5.82E-05,0.0001973336,1.00E+00,0.0033991189,KCNH3
