CHR,Position,CpG,Mapped Gene,Nearest Gene (10 Mb),Gene Group,Coef,SE,P,Direction
4,77973813,cg17512133,CCNI,CCNI       ,Body,0.002,0.001,1.59E-04,++-+++++-
3,128204813,cg01102073,GATA2,GATA2      ,Body;Body;Body,-0.007,0.002,1.59E-04,---------
11,8832938,cg12865939,ST5,ST5       ,TSS1500;TSS200;5'UTR,0.005,0.001,1.59E-04,++++++-++
19,18775242,cg27426436,KLHL26,KLHL26      ,Body,-0.004,0.001,1.60E-04,-+---++--
7,18535786,cg21433125,HDAC9,HDAC7      ,TSS200;5'UTR;5'UTR;TSS200;TSS200,-0.003,0.001,1.60E-04,-----+--+
1,149860711,cg05950212,HIST2H2AB,HIST2H2AB    ,TSS1500,0.006,0.002,1.60E-04,+++++++++
11,47546068,cg14099685,CUGBP1,CELF1      ,5'UTR,-0.005,0.001,1.60E-04,--------+
1,2163472,cg17942763,SKI,SKI       ,Body,-0.005,0.001,1.60E-04,--------+
4,140478735,cg24725692,SETD7,SETD7      ,TSS1500,0.006,0.002,1.60E-04,+++-++-++
5,38445563,cg15813594,EGFLAM,EGFLAM      ,TSS200;Body;Body;Body,-0.005,0.001,1.61E-04,------+--
3,56889795,cg16451527,ARHGEF3,ARHGEF3     ,Body,0.01,0.003,1.61E-04,++++++++-
2,26204699,cg22898783,KIF3C,KIF3C      ,1stExon,0.005,0.001,1.61E-04,+++++++++
6,35888891,cg16949786,SRPK1,SRPK1      ,1stExon;5'UTR,-0.002,0.001,1.61E-04,-+---++-+
10,35480749,cg17679427,CREM,CREM       ,Body;Body;5'UTR;Body;Body;Body;Body;Body;5'UTR;Body;Body,0.01,0.003,1.61E-04,++++++++-
1,3399260,cg08912801,,ARHGEF16     ,,-0.005,0.001,1.61E-04,+----+---
2,43903900,cg14454477,PLEKHH2;LOC728819,PLEKHH2     ,Body;TSS1500,0.012,0.003,1.61E-04,+++++-+++
17,9967431,cg18346531,GAS7,GAS7       ,Body,0.006,0.002,1.61E-04,+++++++++
11,115829932,cg18031880,,,,0.01,0.003,1.62E-04,-+-++++++
16,29837056,cg04633683,MVP,MVP       ,5'UTR;5'UTR,-0.007,0.002,1.62E-04,-----+---
8,141801307,cg12075928,PTK2,PTK2       ,Body;Body,-0.008,0.002,1.62E-04,--+---+-+
8,67342600,cg00007076,RRS1,RRS1       ,1stExon;3'UTR,-0.007,0.002,1.62E-04,---------
16,24759640,cg03156546,TNRC6A,TNRC6A      ,Body,0.013,0.004,1.62E-04,++++++?++
2,121108133,cg25501422,INHBB,INHBB      ,3'UTR,-0.004,0.001,1.62E-04,--?--+---
6,33141152,cg00350615,COL11A2,COL11A2     ,Body;Body;Body,-0.005,0.001,1.62E-04,---+-+--+
15,43941072,cg03310027,CATSPER2,CATSPER2     ,TSS200;TSS200;TSS200,0.002,0,1.62E-04,+-++++++-
12,21589206,cg08551027,PYROXD1,PYROXD1     ,TSS1500,0.006,0.002,1.62E-04,++?++++++
14,34966313,cg12126038,,EAPP       ,,0.008,0.002,1.63E-04,++++++++-
15,26869577,cg07316217,GABRB3,GABRB3      ,Body;Body,-0.003,0.001,1.63E-04,---------
6,43604584,cg02447620,MAD2L1BP,MAD2L1BP     ,Body;Body,-0.007,0.002,1.63E-04,---------
1,150119278,cg17850088,,VPS45      ,,-0.01,0.003,1.63E-04,---------
17,34309129,cg22254135,CCL16,CCL16      ,TSS1500,-0.008,0.002,1.63E-04,++-------
19,47334060,cg13954548,SNAR-E,SNAR-E      ,TSS200,0.009,0.003,1.63E-04,++++++-++
13,33760693,cg25002179,STARD13,STARD13     ,5'UTR;Body;TSS1500,0.01,0.003,1.63E-04,+++++++++
5,66462293,cg25399309,MAST4,MAST4      ,Body;Body,-0.003,0.001,1.63E-04,-----+---
11,67442075,cg07891457,ALDH3B2,ALDH3B2     ,1stExon;5'UTR;5'UTR,0.003,0.001,1.63E-04,++-++++++
7,42896398,cg04816171,,C7orf25     ,,-0.009,0.002,1.64E-04,---+-+--+
18,23713928,cg22027766,PSMA8,PSMA8      ,5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR,0.007,0.002,1.64E-04,-++-+++++
16,2907859,cg18345369,PRSS22,PRSS22      ,Body,-0.008,0.002,1.64E-04,------+-+
22,36806185,cg18465694,,MYH9       ,,0.005,0.001,1.64E-04,++-++++++
16,57897687,cg01098178,,CNGB1      ,,0.005,0.001,1.64E-04,+++++++++
1,56424393,cg09845093,,PPAP2B      ,,-0.004,0.001,1.64E-04,---------
4,7987834,cg14959746,ABLIM2,ABLIM2      ,Body;Body;Body;Body;Body;Body,-0.005,0.001,1.65E-04,---------
5,132945292,cg01664151,FSTL4,FSTL4      ,5'UTR,-0.005,0.001,1.65E-04,---------
12,54867454,cg20451566,GTSF1,GTSF1      ,TSS200,0.007,0.002,1.65E-04,+++-+++++
7,150130708,cg03059073,,,,0.007,0.002,1.65E-04,-+-++++++
1,178027432,cg20309640,,LOC730102    ,,-0.006,0.002,1.65E-04,-----+--+
9,127421654,cg14568259,NR6A1,NR6A1      ,Body;Body,-0.001,0,1.65E-04,---------
7,1960795,cg17551891,MAD1L1,MAD1L1      ,Body;Body;Body,-0.006,0.002,1.65E-04,--------+
2,95537150,cg03573984,TEKT4,LOC442028    ,TSS200,-0.004,0.001,1.65E-04,-----++--
2,173069253,cg12073466,,DLX2       ,,0.006,0.002,1.65E-04,++++++++-
7,27244564,cg02115599,,HOTTIP      ,,-0.002,0.001,1.65E-04,------+--
13,112064940,cg08663634,,TEX29      ,,-0.004,0.001,1.65E-04,-+---+---
22,23003332,cg02964102,,GGTLC2      ,,-0.005,0.001,1.66E-04,--??-+---
12,133082545,cg10583311,FBRSL1,FBRSL1      ,Body,-0.005,0.001,1.66E-04,-+-------
12,25048139,cg16294280,BCAT1,BCAT1      ,Body,0.003,0.001,1.66E-04,++++++-+-
4,1742857,cg19845878,TACC3,TACC3      ,Body,0.003,0.001,1.66E-04,-++++++++
12,120031852,cg01895026,TMEM233,TMEM233     ,Body,-0.001,0,1.66E-04,--------+
1,155109378,cg26189283,RAG1AP1,SLC50A1     ,Body;Body;Body,-0.008,0.002,1.66E-04,-+-------
11,113907379,cg24099956,,ZBTB16      ,,0.004,0.001,1.67E-04,-++++++++
22,38057185,cg00323916,PDXP,PDXP       ,Body,-0.004,0.001,1.67E-04,-----+---
1,32716212,cg01525376,LCK,LCK       ,TSS1500,-0.005,0.001,1.67E-04,--------+
5,139485587,cg10872490,,PURA       ,,0.003,0.001,1.67E-04,--+++++++
19,1872806,cg22347686,,ABHD17A     ,,-0.007,0.002,1.67E-04,---------
11,6632884,cg27560292,TAF10,TAF10      ,Body,-0.003,0.001,1.67E-04,------+--
14,71377000,cg07137751,PCNX,PCNX       ,Body,-0.006,0.002,1.67E-04,---------
20,55968294,cg09696044,RBM38,RBM38      ,Body;Body,-0.005,0.001,1.67E-04,----+---+
6,28554274,cg10875257,SCAND3,ZBED9      ,1stExon,0.005,0.001,1.67E-04,+++++++++
7,2271722,cg03694580,MAD1L1,MAD1L1      ,5'UTR;5'UTR;5'UTR,-0.004,0.001,1.67E-04,-+-+--+--
18,5297381,cg05422796,ZFP161,ZBTB14      ,TSS1500;TSS1500,0.013,0.003,1.67E-04,+++++++++
7,75649626,cg03053427,STYXL1,STYXL1      ,Body,-0.001,0,1.68E-04,-+---+---
4,4864902,cg11078084,MSX1,MSX1       ,3'UTR,-0.008,0.002,1.68E-04,--------+
13,25085669,cg20765408,PARP4,PARP4      ,5'UTR,-0.008,0.002,1.68E-04,-+------+
8,1273833,cg02946697,,LOC286083    ,,-0.005,0.001,1.68E-04,------+--
1,120253477,cg10827253,PHGDH,PHGDH      ,TSS1500,0.006,0.002,1.68E-04,+++++++++
17,5019840,cg07670516,ZNF232,ZNF232      ,5'UTR,0.008,0.002,1.68E-04,+++++++++
7,5834425,cg27289306,,RNF216      ,,-0.006,0.002,1.68E-04,+-??--?--
8,1708526,cg24391279,,CLN8       ,,-0.011,0.003,1.68E-04,---------
17,38957507,cg17900015,KRT28,KRT28      ,TSS1500,0.008,0.002,1.69E-04,+++++++++
12,6442966,cg23752651,TNFRSF1A,TNFRSF1A     ,Body,-0.008,0.002,1.69E-04,----+----
4,57773308,cg25313468,REST,REST       ,TSS1500,0.01,0.003,1.69E-04,++++++-++
10,82213104,cg09626299,TSPAN14,TSPAN14     ,TSS1500;TSS1500,0.007,0.002,1.69E-04,-++-+++++
17,37782685,cg15070513,PPP1R1B,PPP1R1B     ,TSS1500,0.009,0.003,1.69E-04,+++++++++
5,140515736,cg15120855,PCDHB5,PCDHB5      ,1stExon,-0.009,0.002,1.69E-04,------+--
8,10982332,cg21300361,XKR6,XKR6       ,Body,0.005,0.001,1.69E-04,-++++++++
15,69590852,cg17074353,PAQR5,PAQR5      ,TSS1500,0.004,0.001,1.70E-04,-++++++++
22,38071607,cg08835221,LGALS1,LGALS1      ,TSS200,0.005,0.001,1.70E-04,+++++++++
2,16847988,cg10106284,FAM49A,FAM49A      ,TSS1500,0.008,0.002,1.70E-04,-+++++-++
8,110552896,cg08216021,EBAG9,EBAG9      ,5'UTR;5'UTR,-0.003,0.001,1.70E-04,--+------
12,20576950,cg03618302,PDE3A,PDE3A      ,Body,0.006,0.002,1.71E-04,+++++++++
3,49851713,cg19381811,UBA7,UBA7       ,TSS1500,0.008,0.002,1.71E-04,+++++++++
1,179112077,cg03471346,ABL2,ABL2       ,Body;1stExon;Body;1stExon;Body;1stExon;1stExon;Body;Body,-0.01,0.003,1.71E-04,---------
6,140001095,cg12285640,,LOC645434    ,,0.01,0.003,1.71E-04,+-++++++-
19,70880,cg15886596,,WASH5P      ,,0,0,1.71E-04,--?-----+
19,32895911,cg22892237,DPY19L3,DPY19L3     ,TSS1500,-0.002,0.001,1.71E-04,------+--
11,62688751,cg00987015,CHRM1,CHRM1      ,5'UTR;1stExon,0.005,0.001,1.71E-04,+++++--++
22,17956560,cg13762691,CECR2,CECR2      ,TSS200,0.007,0.002,1.72E-04,+++++++++
1,44513358,cg00002837,,SLC6A9      ,,0.007,0.002,1.72E-04,+++-++-++
11,291642,cg15109172,ATHL1,ATHL1      ,Body,-0.004,0.001,1.72E-04,-----+---
6,30038882,cg09093485,RNF39,RNF39      ,3'UTR;3'UTR,0.005,0.001,1.72E-04,+-+++++++
12,56694490,cg22979422,CS,CS        ,TSS1500,0.007,0.002,1.72E-04,++-++++++
5,421733,cg00976097,AHRR,AHRR       ,Body,0.012,0.003,1.73E-04,+-+++-+++
14,105748368,cg08264519,BRF1,BRF1       ,Body,-0.004,0.001,1.73E-04,----+----
1,85219265,cg09264091,,LPAR3      ,,-0.004,0.001,1.73E-04,---------
17,37894014,cg14263391,GRB7,GRB7       ,TSS1500;TSS200,0.008,0.002,1.73E-04,+-+++++++
16,1584516,cg07639376,IFT140;TMEM204,IFT140      ,Body;1stExon,-0.015,0.004,1.73E-04,-+-------
15,29212340,cg03179496,APBA2,APBA2      ,TSS1500;TSS1500,-0.004,0.001,1.73E-04,---------
3,181327125,cg09831562,SOX2OT,SOX2-OT     ,TSS1500,0.008,0.002,1.73E-04,+++++++++
7,140117543,cg10960709,RAB19,RAB19      ,Body,-0.009,0.002,1.73E-04,------+-+
6,152124815,cg08415493,ESR1,ESR1       ,5'UTR,-0.003,0.001,1.74E-04,-+-------
15,72102890,cg26235659,NR2E3,NR2E3      ,TSS200;TSS200,0.004,0.001,1.74E-04,+++++++++
8,67974374,cg19439666,COPS5,COPS5      ,5'UTR;1stExon,-0.001,0,1.74E-04,-----+---
5,67489737,cg04544858,,PIK3R1      ,,0.005,0.001,1.74E-04,++++++++-
17,80024200,cg07343027,DUS1L,DUS1L      ,TSS1500,-0.006,0.002,1.74E-04,-+------+
2,16847831,cg10502303,FAM49A,FAM49A      ,TSS1500,0.007,0.002,1.74E-04,++-+++-++
1,7551851,cg11755201,CAMTA1,CAMTA1      ,Body,0.006,0.002,1.74E-04,++++-+-++
2,71678463,cg21852792,,DYSF       ,,0.015,0.004,1.74E-04,++++++++-
4,154409945,cg09573843,KIAA0922,KIAA0922     ,Body;Body,-0.003,0.001,1.75E-04,----+---+
11,35072710,cg13523125,,PDHX       ,,0.008,0.002,1.75E-04,++++++++-
6,161607487,cg21351392,AGPAT4,AGPAT4      ,Body,-0.014,0.004,1.75E-04,---------
20,35917429,cg22163406,MANBAL,MANBAL      ,TSS1500;TSS1500,0.003,0.001,1.75E-04,+++-++++-
22,29563734,cg26967305,KREMEN1,KREMEN1     ,3'UTR,-0.002,0,1.75E-04,---------
6,166260456,cg15553391,,LINC00473    ,,-0.005,0.001,1.75E-04,+--------
12,49783222,cg00560284,SPATS2,LOC100335030   ,5'UTR,-0.006,0.002,1.75E-04,--?-++--+
16,83841105,cg27405010,HSBP1,HSBP1      ,TSS1500,0.004,0.001,1.75E-04,--+++++++
17,80692947,cg04587829,FN3K,FN3K       ,TSS1500,0.005,0.001,1.76E-04,++++-++++
8,144329866,cg12108146,ZFP41,ZFP41      ,5'UTR,-0.006,0.002,1.76E-04,---------
2,237079766,cg15706936,,GBX2       ,,-0.002,0,1.76E-04,---+-----
17,48912543,cg00003625,WFIKKN2,WFIKKN2     ,TSS200,0.008,0.002,1.76E-04,+++++++++
11,67982703,cg20092736,,SUV420H1     ,,0.006,0.002,1.76E-04,+++++++++
2,219840349,cg10930290,LOC151300,,TSS1500;TSS1500,0.008,0.002,1.76E-04,+++-+++++
14,94547962,cg18941085,DDX24;IFI27L1,IFI27L1     ,TSS1500;5'UTR;5'UTR,-0.004,0.001,1.76E-04,--??-----
16,85074963,cg07308243,KIAA0513,KIAA0513     ,5'UTR,-0.007,0.002,1.76E-04,-+---++--
5,1801344,cg07875360,NDUFS6;MRPL36,NDUFS6      ,TSS200;TSS1500,-0.001,0,1.76E-04,--?---+--
1,238030882,cg17078190,LOC100130331,LOC100130331   ,Body,-0.003,0.001,1.77E-04,+--------
11,65192550,cg11352146,NEAT1,NEAT1      ,Body,-0.002,0,1.77E-04,-+------+
11,32421752,cg20449659,WT1,WT1       ,Body;Body;Body;Body,0.005,0.001,1.77E-04,+++++++++
13,112760644,cg08793792,,SOX1       ,,-0.005,0.001,1.77E-04,-----+---
12,116756948,cg13645530,,MED13L      ,,0.005,0.001,1.77E-04,++++++++-
1,68212170,cg23232299,GNG12,GNG12      ,5'UTR,0.009,0.002,1.77E-04,+?+++++++
6,31829888,cg02776448,NEU1,NEU1       ,Body,0.004,0.001,1.77E-04,-+++++-++
14,52535973,cg01781974,NID2,NID2       ,TSS200,-0.001,0,1.77E-04,-----++--
17,76220898,cg19272238,BIRC5;EPR1,BIRC5      ,3'UTR;TSS200;3'UTR;3'UTR,0.002,0.001,1.77E-04,+++++++++
7,110241158,cg24091104,,IMMP2L      ,,0.004,0.001,1.77E-04,+-+++++++
13,41632640,cg02420027,,WBP4       ,,0.007,0.002,1.77E-04,+++++++++
4,15779709,cg04811945,CD38,CD38       ,TSS1500,0.003,0.001,1.78E-04,+++-+++++
2,105031896,cg08916461,,LOC100287010   ,,0.007,0.002,1.78E-04,++++++++-
22,29605147,cg18036081,EMID1,EMID1      ,Body,-0.006,0.002,1.78E-04,---+-----
1,145683323,cg01715025,RNF115,RNF115      ,Body,0.005,0.001,1.78E-04,+++++++++
1,156161651,cg24849049,,SLC25A44     ,,0.009,0.002,1.78E-04,++?++++++
12,120876210,cg16106678,COX6A1,COX6A1      ,Body,-0.001,0,1.78E-04,-----+--+
2,233384489,cg25571880,,,,0.008,0.002,1.78E-04,+++++++++
6,32117377,cg07444414,PRRT1,PRRT1      ,Body,0.005,0.001,1.79E-04,+++++++++
11,71724338,cg07999415,NUMA1,NUMA1      ,Body,0.001,0,1.79E-04,+++++++++
10,74034644,cg01839993,DDIT4,DDIT4      ,Body,-0.005,0.001,1.79E-04,----+---+
1,108678738,cg16307793,SLC25A24,SLC25A24     ,3'UTR;3'UTR,0.005,0.001,1.79E-04,+?++++-+-
3,45636386,cg04037228,LIMD1,LIMD1      ,1stExon,-0.007,0.002,1.79E-04,---------
22,45097596,cg06972695,PRR5;PRR5-ARHGAP8,PRR5       ,5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;TSS1500,-0.003,0.001,1.79E-04,-----+--+
11,116838417,cg17464820,SIK3,SIK3       ,Body,0.006,0.002,1.79E-04,++++++++-
10,63213784,cg00606880,TMEM26,TMEM26      ,TSS1500,0.004,0.001,1.79E-04,+-++++++-
12,91505197,cg10401088,LUM,LUM       ,1stExon;5'UTR,-0.006,0.002,1.79E-04,-++------
2,227657192,cg18018313,IRS1,IRS1       ,3'UTR,-0.006,0.002,1.79E-04,-----+---
5,61890255,cg18531360,IPO11,IPO11      ,Body;Body,0.003,0.001,1.79E-04,+++++++++
19,58176305,cg05023114,,ZSCAN4      ,,0.002,0.001,1.80E-04,++++-++++
11,128779655,cg08360771,KCNJ5,KCNJ5      ,5'UTR,0.007,0.002,1.80E-04,++-+++-++
14,24900044,cg13105904,CBLN3;KHNYN,KHNYN      ,TSS1500;Body,-0.009,0.003,1.80E-04,------+--
2,243029532,cg09523909,LOC728323,LOC728323    ,TSS1500,0.006,0.002,1.80E-04,++??++?++
16,616827,cg06297391,NHLRC4,NHLRC4      ,TSS1500,-0.003,0.001,1.80E-04,--------+
16,1583899,cg07341220,IFT140;TMEM204,IFT140      ,Body;TSS1500,-0.012,0.003,1.81E-04,---------
18,28682497,cg05110943,DSC2,DSC2       ,TSS200;TSS200,-0.004,0.001,1.81E-04,-+---+---
12,118574757,cg00091483,PEBP1,PEBP1      ,Body,-0.003,0.001,1.81E-04,---------
19,55494485,cg10968958,NLRP2,NLRP2      ,Body,0.006,0.002,1.81E-04,+-++++-++
4,17813007,cg03604819,NCAPG;DCAF16,NCAPG      ,Body;TSS1500,-0.002,0,1.81E-04,-----+---
14,104758477,cg20279254,,KIF26A      ,,0.006,0.002,1.81E-04,+++-+++++
17,75446549,cg00324097,09-Sep,09-Sep,TSS200;Body;Body;Body;Body;Body,-0.007,0.002,1.81E-04,--------+
8,103818062,cg06892907,,AZIN1      ,,0.006,0.002,1.81E-04,+++++++-+
8,1109986,cg17834136,,LOC286083    ,,-0.005,0.001,1.81E-04,------+--
6,30095248,cg21334513,,TRIM40      ,,0.01,0.003,1.81E-04,++++-++++
12,10183220,cg26262442,CLEC9A,CLEC9A      ,TSS200,0.007,0.002,1.81E-04,+++++++++
4,100768712,cg24690709,DAPP1,DAPP1      ,Body,0.006,0.002,1.82E-04,+-+++++++
2,25527366,cg10239163,DNMT3A,DNMT3A      ,Body;Body;Body,0.011,0.003,1.82E-04,+++++-++-
4,732749,cg13917589,PCGF3,PCGF3      ,Body,-0.007,0.002,1.82E-04,---------
1,109783503,cg16562342,,SARS       ,,0.006,0.002,1.82E-04,++++++++-
1,45242356,cg03043406,RPS8;SNORD38A,RPS8       ,Body;TSS1500,-0.008,0.002,1.82E-04,---------
15,35148637,cg19599611,AQR,AQR       ,3'UTR,0.007,0.002,1.82E-04,++++++++-
12,9141740,cg00443307,KLRG1,KLRG1      ,TSS1500,0.011,0.003,1.83E-04,++++++?+-
1,234735904,cg27583038,,IRF2BP2     ,,-0.004,0.001,1.83E-04,--------+
20,62367888,cg00446123,LIME1,LIME1      ,TSS200,-0.013,0.004,1.83E-04,--------+
19,14202363,cg05412414,SAMD1,PRKACA      ,TSS1500,-0.001,0,1.83E-04,---------
17,74069256,cg21885995,SRP68,SRP68      ,TSS1500,0.003,0.001,1.83E-04,--+++++++
19,41225374,cg27160007,ITPKC,ITPKC      ,Body,-0.006,0.002,1.83E-04,------+-+
1,225655154,cg16516405,,ENAH       ,,-0.007,0.002,1.83E-04,-----+--+
5,100234775,cg00139477,ST8SIA4,ST8SIA4     ,Body;Body,0.009,0.003,1.84E-04,+-+++++-+
1,24648203,cg06376426,GRHL3,GRHL3      ,TSS1500;Body;TSS1500,-0.004,0.001,1.84E-04,-+-------
6,32976897,cg15630950,HLA-DOA,HLA-DOA     ,Body,0.008,0.002,1.84E-04,+++++++++
3,45077369,cg06636831,CLEC3B,CLEC3B      ,Body,0.006,0.002,1.84E-04,+++++++++
7,112727423,cg24786658,GPR85,GPR85      ,TSS1500;5'UTR;TSS1500;5'UTR,0.01,0.003,1.84E-04,++++++-++
10,61667009,cg15232971,CCDC6,CCDC6      ,TSS200,-0.005,0.001,1.84E-04,-+--+---+
5,378854,cg01097768,AHRR,AHRR       ,Body,-0.005,0.001,1.84E-04,-----+---
15,39505883,cg25943481,,C15orf54     ,,0.004,0.001,1.84E-04,+++++++++
2,242486462,cg04064452,,BOK-AS1     ,,-0.004,0.001,1.85E-04,-+---+--+
3,158465384,cg16757990,,RARRES1     ,,0.003,0.001,1.85E-04,++++++-++
11,65340843,cg09585333,FAM89B,FAM89B      ,Body;Body;Body,-0.005,0.001,1.85E-04,--------+
1,76734569,cg18172358,ST6GALNAC3,ST6GALNAC3    ,Body;Body,-0.006,0.002,1.85E-04,---------
10,105253564,cg07437066,NEURL,NEURL1      ,TSS200,-0.002,0.001,1.85E-04,+-------+
5,137071788,cg08748913,KLHL3,KLHL3      ,TSS200,-0.003,0.001,1.85E-04,--------+
16,55542709,cg01998785,LPCAT2,LPCAT2      ,TSS1500,0.004,0.001,1.86E-04,-+++++++-
19,12868938,cg25331073,BEST2,BEST2      ,3'UTR,0.005,0.001,1.86E-04,++++++-++
13,44986657,cg17582615,,SERP2      ,,0.006,0.002,1.86E-04,+++++++++
10,88729315,cg17792740,AGAP11;C10orf116,ADIRF      ,TSS1500;Body,0.006,0.002,1.86E-04,+++++++++
7,27143287,cg19432993,HOXA2,HOXA2      ,TSS1500,-0.005,0.001,1.86E-04,--------+
2,74647579,cg13010785,WDR54,WDR54      ,TSS1500,0.004,0.001,1.86E-04,++++++++-
8,41508779,cg19945060,,ANK1       ,,0.004,0.001,1.86E-04,+++++++++
6,27783054,cg17736443,HIST1H2AJ;HIST1H2BM,HIST1H2BM    ,TSS1500;1stExon,0.005,0.001,1.86E-04,++?+++-++
4,81109888,cg01789499,PRDM8,PRDM8      ,5'UTR,-0.009,0.002,1.86E-04,------+--
16,746048,cg02713960,FBXL16,FBXL16      ,Body,-0.005,0.001,1.86E-04,-+---++--
12,96251912,cg03557725,SNRPF,SNRPF      ,TSS1500,0.007,0.002,1.87E-04,++++++?++
14,35872393,cg04545963,NFKBIA,NFKBIA      ,Body,-0.007,0.002,1.87E-04,------+-+
5,138714337,cg11459648,SLC23A1,SLC23A1     ,Body;Body,0.014,0.004,1.87E-04,++++++-++
4,156680400,cg27272220,GUCY1B3,GUCY1B3     ,Body,-0.001,0,1.87E-04,------+-+
10,77165293,cg00082939,C10orf41,ZNF503-AS2    ,Body;Body,-0.008,0.002,1.87E-04,---------
17,37894027,cg08284496,GRB7,GRB7       ,TSS1500;TSS200,0.006,0.002,1.87E-04,+-+++++++
16,28986698,cg11115702,SPNS1,SPNS1      ,Body;1stExon;Body;1stExon;1stExon,-0.003,0.001,1.87E-04,-+-------
6,37248768,cg08784966,TBC1D22B,TBC1D22B     ,Body,0.009,0.002,1.87E-04,++?++++++
12,132906439,cg19724555,GALNT9,GALNT9      ,TSS1500,0,0,1.87E-04,+--+-+---
12,15125509,cg12572827,PDE6H,PDE6H      ,TSS1500,0.004,0.001,1.88E-04,--++++++-
4,146857246,cg03395562,ZNF827,ZNF827      ,Body,-0.001,0,1.88E-04,+-------+
1,147781600,cg21683069,,,,0.012,0.003,1.88E-04,++?++-+++
1,1118934,cg08886036,TTLL10,TTLL10      ,Body;Body,-0.006,0.002,1.88E-04,---------
17,41720970,cg14286346,MEOX1,MEOX1      ,Body;Body;Body,-0.003,0.001,1.88E-04,---------
6,28829398,cg18971434,,LOC401242    ,,0.005,0.001,1.88E-04,+++++++++
14,106321785,cg25030802,,KIAA0125     ,,-0.004,0.001,1.88E-04,-----+---
1,227748003,cg27056132,,ZNF678      ,,0.007,0.002,1.88E-04,+-+++++++
1,156211609,cg13282594,BGLAP,PMF1-BGLAP    ,TSS1500,-0.005,0.001,1.88E-04,---------
9,111880884,cg05043794,C9orf5,TMEM245     ,Body,-0.009,0.002,1.88E-04,------+--
2,45229171,cg10068996,,SIX2       ,,-0.004,0.001,1.89E-04,---------
10,106494954,cg11455642,SORCS3,SORCS3      ,Body,-0.005,0.001,1.89E-04,-+--+----
12,56236869,cg03509949,MMP19,MMP19      ,TSS200,0.008,0.002,1.89E-04,++++++++-
3,42546922,cg09384400,VIPR1,VIPR1      ,Body,-0.004,0.001,1.89E-04,---+-----
1,155828174,cg17930201,SYT11;GON4L,SYT11      ,TSS1500;TSS1500;TSS1500,0.003,0.001,1.89E-04,++++++-++
6,33245895,cg24605046,B3GALT4,B3GALT4     ,1stExon,-0.005,0.001,1.89E-04,-+------+
3,137980682,cg20099464,TXNDC6;ARMC8,ARMC8      ,3'UTR;Body,0.003,0.001,1.89E-04,++++++++-
1,55138059,cg10210690,C1orf175,MROH7      ,Body;Body,-0.005,0.001,1.89E-04,---------
6,31589789,cg10703453,SNORA38;BAT2,PRRC2A      ,TSS1500;5'UTR,-0.005,0.001,1.89E-04,-+-------
16,84224564,cg27059379,ADAD2,ADAD2      ,TSS200;TSS200,0.005,0.001,1.90E-04,-+++-+-++
1,3264381,cg21848084,PRDM16,PRDM16      ,Body;Body,-0.005,0.001,1.90E-04,---------
22,39783604,cg02852651,,SYNGR1      ,,0.003,0.001,1.90E-04,+-++++++-
17,48912545,cg10690919,WFIKKN2,WFIKKN2     ,TSS200,0.01,0.003,1.90E-04,+++++++++
1,57293848,cg17011134,,C1orf168     ,,-0.004,0.001,1.90E-04,-+------+
17,71062041,cg27399387,SLC39A11,SLC39A11     ,Body;Body,0.003,0.001,1.90E-04,++++++++-
1,3123854,cg22729726,PRDM16,PRDM16      ,Body;Body,-0.006,0.002,1.90E-04,---+-+---
1,45190519,cg07173823,C1orf228,C1orf228     ,Body,0.007,0.002,1.90E-04,+++++++++
7,30510463,cg06557644,NOD1,NOD1       ,5'UTR,-0.007,0.002,1.90E-04,-+-------
16,50317656,cg07175797,,ADCY7      ,,-0.004,0.001,1.91E-04,--------+
8,81034420,cg13009608,TPD52,TPD52      ,Body;Body,0.006,0.002,1.91E-04,+++++++++
4,141444910,cg12291509,ELMOD2,ELMOD2      ,TSS1500,0.004,0.001,1.91E-04,+++++++++
8,67434868,cg08781403,,C8orf46     ,,-0.004,0.001,1.91E-04,---------
6,53530570,cg19801120,KLHL31,KLHL31      ,TSS200,0.005,0.001,1.92E-04,+++--++++
1,93258319,cg00519208,EVI5,EVI5       ,TSS1500,0.004,0.001,1.92E-04,+++++++++
16,17562419,cg16794579,XYLT1,XYLT1      ,Body,-0.006,0.002,1.92E-04,+--------
6,45627080,cg04326499,,RUNX2      ,,-0.009,0.002,1.92E-04,---------
19,2291613,cg21869609,LINGO3,LINGO3      ,Body,-0.006,0.002,1.92E-04,---------
15,70233653,cg02343962,,LINC00593    ,,-0.003,0.001,1.92E-04,--+------
20,60775169,cg03142751,GTPBP5,MTG2       ,Body,0.001,0,1.92E-04,+++-+++++
14,60336433,cg11866719,RTN1,RTN1       ,Body,0.007,0.002,1.92E-04,++++++-++
3,149327651,cg19483007,WWTR1,WWTR1      ,Body;Body;Body,-0.008,0.002,1.93E-04,-----+---
7,116610238,cg23033749,ST7,ST7       ,Body;Body,0.008,0.002,1.93E-04,+++++++++
8,141057329,cg20071744,TRAPPC9,TRAPPC9     ,Body;Body,-0.013,0.003,1.93E-04,--------+
15,43501559,cg17746575,EPB42,EPB42      ,Body;Body,0.002,0.001,1.93E-04,+-+++++++
1,36108212,cg24109894,PSMB2,PSMB2      ,TSS1500,0.006,0.002,1.93E-04,+-+++++++
